jahr,szenario,variante,ausgaben_mrd_euro,beitragsbasis_mrd_euro,zusatzbasis_mrd_euro,bundesmittel_mrd_euro,sonstige_einnahmen_mrd_euro,erforderlicher_beitragssatz,notiz
2033,moderat,reform_ohne_erweiterte_basis,561.779,1980.574,0.000,83.992,3.892,0.239272,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2033,moderat,reform_mit_erwerbstaetigenbasis,561.779,2062.582,82.007,83.992,3.892,0.229758,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2034,moderat,status_quo_bund_anteilig,585.992,2015.765,0.000,134.446,3.989,0.222028,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2034,moderat,reform_ohne_erweiterte_basis,585.992,2015.765,0.000,79.464,3.989,0.249304,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2034,moderat,reform_mit_erwerbstaetigenbasis,585.992,2120.095,104.331,79.464,3.989,0.237036,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2035,moderat,status_quo_bund_anteilig,611.120,2051.477,0.000,140.211,4.089,0.227553,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2035,moderat,reform_ohne_erweiterte_basis,611.120,2051.477,0.000,75.003,4.089,0.259339,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2035,moderat,reform_mit_erwerbstaetigenbasis,611.120,2178.892,127.415,75.003,4.089,0.244174,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2036,moderat,status_quo_bund_anteilig,637.196,2087.715,0.000,146.194,4.191,0.233179,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2036,moderat,reform_ohne_erweiterte_basis,637.196,2087.715,0.000,70.625,4.191,0.269376,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2036,moderat,reform_mit_erwerbstaetigenbasis,637.196,2219.795,132.080,70.625,4.191,0.253348,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2037,moderat,status_quo_bund_anteilig,664.254,2124.483,0.000,152.402,4.296,0.238908,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2037,moderat,reform_ohne_erweiterte_basis,664.254,2124.483,0.000,66.341,4.296,0.279417,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2037,moderat,reform_mit_erwerbstaetigenbasis,664.254,2261.345,136.862,66.341,4.296,0.262506,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2038,moderat,status_quo_bund_anteilig,692.327,2161.784,0.000,158.843,4.403,0.244743,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2038,moderat,reform_ohne_erweiterte_basis,692.327,2161.784,0.000,62.165,4.403,0.289464,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2038,moderat,reform_mit_erwerbstaetigenbasis,692.327,2303.549,141.765,62.165,4.403,0.271650,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2039,moderat,status_quo_bund_anteilig,711.765,2208.010,0.000,163.302,4.513,0.246353,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2039,moderat,reform_ohne_erweiterte_basis,711.765,2208.010,0.000,58.108,4.513,0.293995,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2039,moderat,reform_mit_erwerbstaetigenbasis,711.765,2355.359,147.349,58.108,4.513,0.275603,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2040,moderat,status_quo_bund_anteilig,728.190,2255.195,0.000,167.071,4.626,0.246761,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2040,moderat,reform_ohne_erweiterte_basis,728.190,2255.195,0.000,54.176,4.626,0.296821,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2040,moderat,reform_mit_erwerbstaetigenbasis,728.190,2408.301,153.106,54.176,4.626,0.277951,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2041,moderat,status_quo_bund_anteilig,744.994,2303.361,0.000,170.926,4.742,0.247172,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2041,moderat,reform_ohne_erweiterte_basis,744.994,2303.361,0.000,50.374,4.742,0.299510,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2041,moderat,reform_mit_erwerbstaetigenbasis,744.994,2462.399,159.039,50.374,4.742,0.280165,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2042,moderat,status_quo_bund_anteilig,762.186,2352.524,0.000,174.871,4.860,0.247587,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2042,moderat,reform_ohne_erweiterte_basis,762.186,2352.524,0.000,46.704,4.860,0.302068,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2042,moderat,reform_mit_erwerbstaetigenbasis,762.186,2517.678,165.154,46.704,4.860,0.282253,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2043,moderat,status_quo_bund_anteilig,779.775,2402.707,0.000,178.906,4.982,0.248007,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2043,moderat,reform_ohne_erweiterte_basis,779.775,2402.707,0.000,43.166,4.982,0.304501,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2043,moderat,reform_mit_erwerbstaetigenbasis,779.775,2574.161,171.455,43.166,4.982,0.284220,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2044,moderat,status_quo_bund_anteilig,797.769,2453.928,0.000,183.035,5.106,0.248430,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2044,moderat,reform_ohne_erweiterte_basis,797.769,2453.928,0.000,39.759,5.106,0.306816,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2044,moderat,reform_mit_erwerbstaetigenbasis,797.769,2631.875,177.947,39.759,5.106,0.286071,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2045,moderat,status_quo_bund_anteilig,816.179,2506.208,0.000,187.258,5.234,0.248857,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2045,moderat,reform_ohne_erweiterte_basis,816.179,2506.208,0.000,36.483,5.234,0.309017,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2045,moderat,reform_mit_erwerbstaetigenbasis,816.179,2690.845,184.636,36.483,5.234,0.287814,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2046,moderat,status_quo_bund_anteilig,835.013,2559.569,0.000,191.580,5.365,0.249288,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2046,moderat,reform_ohne_erweiterte_basis,835.013,2559.569,0.000,33.337,5.365,0.311112,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2046,moderat,reform_mit_erwerbstaetigenbasis,835.013,2750.662,191.093,33.337,5.365,0.289498,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2047,moderat,status_quo_bund_anteilig,854.282,2614.032,0.000,196.001,5.499,0.249723,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2047,moderat,reform_ohne_erweiterte_basis,854.282,2614.032,0.000,30.322,5.499,0.313103,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2047,moderat,reform_mit_erwerbstaetigenbasis,854.282,2811.770,197.738,30.322,5.499,0.291084,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2048,moderat,status_quo_bund_anteilig,873.996,2669.618,0.000,200.524,5.636,0.250162,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2048,moderat,reform_ohne_erweiterte_basis,873.996,2669.618,0.000,27.441,5.636,0.314996,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2048,moderat,reform_mit_erwerbstaetigenbasis,873.996,2874.195,204.577,27.441,5.636,0.292575,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2049,moderat,status_quo_bund_anteilig,894.165,2726.349,0.000,205.151,5.777,0.250605,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2049,moderat,reform_ohne_erweiterte_basis,894.165,2726.349,0.000,24.700,5.777,0.316793,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2049,moderat,reform_mit_erwerbstaetigenbasis,894.165,2937.964,211.614,24.700,5.777,0.293975,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2050,moderat,status_quo_bund_anteilig,914.799,2784.249,0.000,209.885,5.921,0.251052,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2050,moderat,reform_ohne_erweiterte_basis,914.799,2784.249,0.000,22.104,5.921,0.318496,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2050,moderat,reform_mit_erwerbstaetigenbasis,914.799,3003.104,218.856,22.104,5.921,0.295286,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2051,moderat,status_quo_bund_anteilig,935.909,2843.339,0.000,214.728,6.070,0.251504,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2051,moderat,reform_ohne_erweiterte_basis,935.909,2843.339,0.000,19.663,6.070,0.320109,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2051,moderat,reform_mit_erwerbstaetigenbasis,935.909,3069.645,226.306,19.663,6.070,0.296509,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2052,moderat,status_quo_bund_anteilig,957.507,2903.644,0.000,219.684,6.221,0.251960,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2052,moderat,reform_ohne_erweiterte_basis,957.507,2903.644,0.000,17.384,6.221,0.321631,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2052,moderat,reform_mit_erwerbstaetigenbasis,957.507,3137.615,233.971,17.384,6.221,0.297647,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2053,moderat,status_quo_bund_anteilig,979.602,2965.187,0.000,224.753,6.377,0.252420,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2053,moderat,reform_ohne_erweiterte_basis,979.602,2965.187,0.000,15.279,6.377,0.323064,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2053,moderat,reform_mit_erwerbstaetigenbasis,979.602,3207.042,241.855,15.279,6.377,0.298701,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2054,moderat,status_quo_bund_anteilig,1002.208,3027.993,0.000,229.940,6.536,0.252884,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2054,moderat,reform_ohne_erweiterte_basis,1002.208,3027.993,0.000,13.356,6.536,0.324412,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2054,moderat,reform_mit_erwerbstaetigenbasis,1002.208,3277.958,249.966,13.356,6.536,0.299673,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2055,moderat,status_quo_bund_anteilig,1025.336,3092.085,0.000,235.246,6.700,0.253353,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2055,moderat,reform_ohne_erweiterte_basis,1025.336,3092.085,0.000,11.620,6.700,0.325675,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2055,moderat,reform_mit_erwerbstaetigenbasis,1025.336,3350.393,258.308,11.620,6.700,0.300567,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2056,moderat,status_quo_bund_anteilig,1048.997,3157.490,0.000,240.674,6.867,0.253827,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2056,moderat,reform_ohne_erweiterte_basis,1048.997,3157.490,0.000,10.073,6.867,0.326860,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2056,moderat,reform_mit_erwerbstaetigenbasis,1048.997,3424.376,266.887,10.073,6.867,0.301385,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2057,moderat,status_quo_bund_anteilig,1073.204,3224.232,0.000,246.228,7.039,0.254304,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2057,moderat,reform_ohne_erweiterte_basis,1073.204,3224.232,0.000,8.712,7.039,0.327970,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2057,moderat,reform_mit_erwerbstaetigenbasis,1073.204,3499.941,275.709,8.712,7.039,0.302134,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2058,moderat,status_quo_bund_anteilig,1097.969,3292.338,0.000,251.910,7.215,0.254787,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2058,moderat,reform_ohne_erweiterte_basis,1097.969,3292.338,0.000,7.533,7.215,0.329013,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2058,moderat,reform_mit_erwerbstaetigenbasis,1097.969,3577.120,284.782,7.533,7.215,0.302819,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2059,moderat,status_quo_bund_anteilig,1123.306,3361.834,0.000,257.724,7.395,0.255274,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2059,moderat,reform_ohne_erweiterte_basis,1123.306,3361.834,0.000,6.524,7.395,0.329995,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2059,moderat,reform_mit_erwerbstaetigenbasis,1123.306,3655.944,294.110,6.524,7.395,0.303448,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2060,moderat,status_quo_bund_anteilig,1149.228,3432.747,0.000,263.671,7.580,0.255765,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2060,moderat,reform_ohne_erweiterte_basis,1149.228,3432.747,0.000,5.670,7.580,0.330924,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2060,moderat,reform_mit_erwerbstaetigenbasis,1149.228,3736.448,303.701,5.670,7.580,0.304026,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2061,moderat,status_quo_bund_anteilig,1175.748,3505.105,0.000,269.755,7.770,0.256261,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2061,moderat,reform_ohne_erweiterte_basis,1175.748,3505.105,0.000,4.954,7.770,0.331809,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2061,moderat,reform_mit_erwerbstaetigenbasis,1175.748,3818.666,313.561,4.954,7.770,0.304563,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2062,moderat,status_quo_bund_anteilig,1202.880,3578.935,0.000,275.980,7.964,0.256762,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2062,moderat,reform_ohne_erweiterte_basis,1202.880,3578.935,0.000,4.358,7.964,0.332657,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2062,moderat,reform_mit_erwerbstaetigenbasis,1202.880,3902.632,323.697,4.358,7.964,0.305066,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2063,moderat,status_quo_bund_anteilig,1230.638,3654.266,0.000,282.349,8.163,0.257268,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2063,moderat,reform_ohne_erweiterte_basis,1230.638,3654.266,0.000,3.863,8.163,0.333477,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2063,moderat,reform_mit_erwerbstaetigenbasis,1230.638,3988.382,334.116,3.863,8.163,0.305541,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2064,moderat,status_quo_bund_anteilig,1259.037,3731.126,0.000,288.865,8.367,0.257779,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2064,moderat,reform_ohne_erweiterte_basis,1259.037,3731.126,0.000,3.452,8.367,0.334274,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2064,moderat,reform_mit_erwerbstaetigenbasis,1259.037,4075.951,344.825,3.452,8.367,0.305994,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2065,moderat,status_quo_bund_anteilig,1288.091,3809.546,0.000,295.531,8.576,0.258294,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2065,moderat,reform_ohne_erweiterte_basis,1288.091,3809.546,0.000,3.109,8.576,0.335055,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2065,moderat,reform_mit_erwerbstaetigenbasis,1288.091,4165.377,355.831,3.109,8.576,0.306432,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2066,moderat,status_quo_bund_anteilig,1317.815,3889.555,0.000,302.350,8.790,0.258815,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2066,moderat,reform_ohne_erweiterte_basis,1317.815,3889.555,0.000,2.821,8.790,0.335823,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2066,moderat,reform_mit_erwerbstaetigenbasis,1317.815,4256.697,367.142,2.821,8.790,0.306859,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2067,moderat,status_quo_bund_anteilig,1348.226,3971.183,0.000,309.327,9.010,0.259340,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2067,moderat,reform_ohne_erweiterte_basis,1348.226,3971.183,0.000,2.576,9.010,0.336585,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2067,moderat,reform_mit_erwerbstaetigenbasis,1348.226,4349.948,378.765,2.576,9.010,0.307277,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2068,moderat,status_quo_bund_anteilig,1379.338,4054.462,0.000,316.466,9.236,0.259871,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2068,moderat,reform_ohne_erweiterte_basis,1379.338,4054.462,0.000,2.366,9.236,0.337341,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2068,moderat,reform_mit_erwerbstaetigenbasis,1379.338,4445.171,390.709,2.366,9.236,0.307690,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2069,moderat,status_quo_bund_anteilig,1411.168,4139.422,0.000,323.768,9.466,0.260407,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2069,moderat,reform_ohne_erweiterte_basis,1411.168,4139.422,0.000,2.184,9.466,0.338095,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2069,moderat,reform_mit_erwerbstaetigenbasis,1411.168,4542.403,402.980,2.184,9.466,0.308101,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2070,moderat,status_quo_bund_anteilig,1443.732,4226.097,0.000,331.240,9.703,0.260947,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2070,moderat,reform_ohne_erweiterte_basis,1443.732,4226.097,0.000,2.024,9.703,0.338848,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2070,moderat,reform_mit_erwerbstaetigenbasis,1443.732,4641.685,415.588,2.024,9.703,0.308510,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2027,alt,status_quo_bund_anteilig,436.143,1771.589,0.000,100.066,3.356,0.187810,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2027,alt,reform_ohne_erweiterte_basis,436.143,1771.589,0.000,100.066,3.356,0.187810,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2027,alt,reform_mit_erwerbstaetigenbasis,436.143,1771.589,0.000,100.066,3.356,0.187810,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2028,alt,status_quo_bund_anteilig,456.261,1800.605,0.000,104.681,3.440,0.193346,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2028,alt,reform_ohne_erweiterte_basis,456.261,1800.605,0.000,104.681,3.440,0.193346,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2028,alt,reform_mit_erwerbstaetigenbasis,456.261,1800.605,0.000,104.681,3.440,0.193346,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2029,alt,status_quo_bund_anteilig,477.163,1829.964,0.000,109.477,3.526,0.198999,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2029,alt,reform_ohne_erweiterte_basis,477.163,1829.964,0.000,109.477,3.526,0.198999,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2029,alt,reform_mit_erwerbstaetigenbasis,477.163,1829.964,0.000,109.477,3.526,0.198999,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2030,alt,status_quo_bund_anteilig,498.879,1859.666,0.000,114.459,3.614,0.204771,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2030,alt,reform_ohne_erweiterte_basis,498.879,1859.666,0.000,97.858,3.614,0.213698,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2030,alt,reform_mit_erwerbstaetigenbasis,498.879,1878.916,19.250,97.858,3.614,0.211509,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2031,alt,status_quo_bund_anteilig,521.436,1889.709,0.000,119.635,3.704,0.210666,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2031,alt,reform_ohne_erweiterte_basis,521.436,1889.709,0.000,93.199,3.704,0.224655,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2031,alt,reform_mit_erwerbstaetigenbasis,521.436,1928.832,39.123,93.199,3.704,0.220098,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2032,alt,status_quo_bund_anteilig,544.865,1920.092,0.000,125.010,3.797,0.216687,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2032,alt,reform_ohne_erweiterte_basis,544.865,1920.092,0.000,88.574,3.797,0.235663,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2032,alt,reform_mit_erwerbstaetigenbasis,544.865,1979.720,59.627,88.574,3.797,0.228565,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2033,alt,status_quo_bund_anteilig,569.198,1950.814,0.000,130.593,3.892,0.222837,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2033,alt,reform_ohne_erweiterte_basis,569.198,1950.814,0.000,83.992,3.892,0.246725,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2033,alt,reform_mit_erwerbstaetigenbasis,569.198,2031.589,80.775,83.992,3.892,0.236915,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2034,alt,status_quo_bund_anteilig,594.466,1981.871,0.000,136.390,3.989,0.229121,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2034,alt,reform_ohne_erweiterte_basis,594.466,1981.871,0.000,79.464,3.989,0.257844,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2034,alt,reform_mit_erwerbstaetigenbasis,594.466,2084.447,102.576,79.464,3.989,0.245155,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2035,alt,status_quo_bund_anteilig,620.703,2013.262,0.000,142.410,4.089,0.235541,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2035,alt,reform_ohne_erweiterte_basis,620.703,2013.262,0.000,75.003,4.089,0.269022,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2035,alt,reform_mit_erwerbstaetigenbasis,620.703,2138.303,125.041,75.003,4.089,0.253290,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2036,alt,status_quo_bund_anteilig,647.943,2044.983,0.000,148.660,4.191,0.242101,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2036,alt,reform_ohne_erweiterte_basis,647.943,2044.983,0.000,70.625,4.191,0.280261,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2036,alt,reform_mit_erwerbstaetigenbasis,647.943,2174.359,129.376,70.625,4.191,0.263585,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2037,alt,status_quo_bund_anteilig,676.222,2077.033,0.000,155.148,4.296,0.248806,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2037,alt,reform_ohne_erweiterte_basis,676.222,2077.033,0.000,66.341,4.296,0.291563,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2037,alt,reform_mit_erwerbstaetigenbasis,676.222,2210.838,133.805,66.341,4.296,0.273917,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2038,alt,status_quo_bund_anteilig,705.577,2109.407,0.000,161.883,4.403,0.255660,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2038,alt,reform_ohne_erweiterte_basis,705.577,2109.407,0.000,62.165,4.403,0.302933,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2038,alt,reform_mit_erwerbstaetigenbasis,705.577,2247.737,138.330,62.165,4.403,0.284290,Bestandsschutz schmilzt; Selbstständige und Neubeamte beziehungsweise neue Dienstherrenbeiträge erhöhen Beitragsbasis.
2039,alt,status_quo_bund_anteilig,725.865,2149.888,0.000,166.537,4.513,0.258067,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2039,alt,reform_ohne_erweiterte_basis,725.865,2149.888,0.000,58.108,4.513,0.308502,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
